id,symbol,name
mirrored-facebook,mfb,Mirrored Facebook
utu-coin,utu,UTU Coin
defactor,factr,Defactor
anji,anji,Anji
advertise-coin,adco,Advertise Coin
suncontract,snc,SunContract
inari,inari,Inari
top-network,top,TOP Network
smartmesh,smt,SmartMesh
fydcoin,fyd,FYDcoin
jur,jur,Jur
value-liquidity,value,Value DeFi
dexkit,kit,DexKit
feathercoin,ftc,Feathercoin
ethart,arte,Items
centric-cash,cns,Centric Swap
thekey,tky,THEKEY
snowball-token,snob,Snowball
my-master-war,mat,My Master War
definer,fin,DeFiner
yoyow,yoyow,YOYOW
stone-token,stn,Stone Token
hollygold,hgold,HollyGold
purefi,ufi,PureFi
minersdefi,miners,MinersDefi
bloxmove-erc20,blxm,bloXmove Token
palgold,palg,PalGold
dovu,dov,Dovu
equos-origin,eqo,EQO
topbidder,bid,TopBidder
percent,pct,Percent
sumokoin,sumo,Sumokoin
bitspawn,spwn,Bitspawn
soldex,solx,Soldex
axpire,axpr,aXpire
herofi,heroegg,HeroFi
dextf,dextf,Domani Protocol
porta,kian,Porta
atd,atd,A2DAO
argo,argo,ArGoApp
jackpot,777,Jackpot
xwin-finance,xwin,xWIN Finance
nodeseeds,nds,Nodeseeds
masq,masq,MASQ
odin-protocol,odin,Odin Protocol
swincoin,swin,SwinCoin
exodia,exod,Exodia
the-rare-antiquities-token,rat,The Rare Antiquities Token
tadpole-finance,tad,Tadpole
unistake,unistake,Unistake
phoenixdao,phnx,PhoenixDAO
bitcore,btx,BitCore
wiva,wiva,WIVA
treatdao,treat,TreatDAO
feeder-finance,feed,Feeder Finance
emercoin,emc,EmerCoin
hybrix,hy,Hybrix
kuswap,kus,KuSwap
howdoo,udoo,Hyprr (Howdoo)
telos-coin,telos,Teloscoin
baanx,bxx,Baanx
essentia,ess,Essentia
decubate,dcb,Decubate
shibavax,shibx,Shibavax
moonlana,mola,MoonLana
playnity,ply,PlayNity
sureremit,rmt,SureRemit
basketdao-defi-index,bdi,BasketDAO DeFi Index
x-cash,xcash,X-CASH
wasabix,wasabi,WasabiX
cover-protocol,cover,Cover Protocol
cloutcontracts,ccs,CloutContracts
blackhat-coin,blkc,BlackHat Coin
sekuritance,skrt,Sekuritance
tabank,tab,Tabank
infinitypad,infp,InfinityPad
april,april,April
slam-token,slam,Slam Token
adamant-messenger,adm,ADAMANT Messenger
leverj-gluon,l2,Leverj Gluon
cryptonovae,yae,Cryptonovae
aimedis-2,aimx,Aimedis
you-chain,you,YOU Chain
dos-network,dos,DOS Network
iot-chain,itc,IoT Chain
cryptopay,cpay,Cryptopay
b20,b20,B20
shadows,dows,Shadows
daostack,gen,DAOstack
cnns,cnns,CNNS
coldstack,cls,Coldstack
indexed-finance,ndx,Indexed Finance
umi-digital,umi,Umi Digital
lunes,lunes,Lunes
etna-network,etna,ETNA Network
odyssey,ocn,Odyssey
museum-of-crypto-art,moca,Museum of Crypto Art
eosbet,bet,EarnBet
daex,dax,DAEX
digitex-futures-exchange,dgtx,Digitex Token
kingdom-game-4-0,kdg,Kingdom Game 4.0
dough,dough,Dough
happyfans,happy,HappyFans
sw-dao,swd,SW DAO
atromg8,ag8,ATROMG8
symbull,symbull,SymBULL
potentiam,ptm,Potentiam
wault-finance-old,wault,Wault Finance (OLD)
finance-vote,fvt,Finance Vote
littlebabydoge,lbd,LittleBabyDoge
vault,vault,VAULT
bismuth,bis,Bismuth
time-new-bank,tnb,Time New Bank
snook,snk,Snook
citadel-one,xct,Citadel.one
yield-optimization-platform,yop,Yield Optimization Platform & Protocol
governor-dao,gdao,Governor DAO
libra-credit,lba,LibraToken
apy-vision,vision,APY.vision
par-stablecoin,par,Parallel
genesis-vision,gvt,Genesis Vision
plotx,plot,PlotX
altrucoin,altrucoin,Altrucoin
babylons,babi,Babylons
cryptomeda,tech,Cryptomeda
wheat-token,wheat,Wheat Token (BSC)
momento,momento,Momento
piedao-balanced-crypto-pie,bcp,PieDAO Balanced Crypto Pie
hydro-protocol,hot,Hydro Protocol
polylauncher,angel,Polylauncher
footballstars,fts,FootballStars
beach-token,beach,Beach Token
xaurum,xaur,Xaurum
b21,b21,B21
empty-set-dollar,esd,Empty Set Dollar
megacryptopolis,mega,MegaCryptoPolis
spherium,sphri,Spherium
qao,&#127760;,QAO
smaugs-nft,smg,Smaugs NFT
integral,itgr,Integral
fantomstarter,fs,FantomStarter
cat-token,cat,Cat Token
metaverse-exchange,metacex,Metaverse Exchange
wolfsafepoorpeople,wspp,WolfSafePoorPeople
decentraweb,dweb,DecentraWeb
bitcoin-scrypt,btcs,Bitcoin Scrypt
dogeville,dville,DogeVille
kawaii-islands,kwt,Kawaii Islands
exrnchain,exrn,EXRNchain
ally-direct,drct,Ally Direct
boom-token,boom,Boom Token
aichain,ait,AICHAIN
cpchain,cpc,CPChain
versoview,vvt,VersoView
honest-mining,hnst,Honest
exzocoin,exzo,ExzoCoin 2.0
idexo-token,ido,Idexo Token
zoracles,zora,Zoracles
tradestars,tsx,TradeStars
1world,1wo,1World
gg-token,ggtk,GG Token
panda-girl,pgirl,Panda Girl
milkshakeswap,milk,Milkshake Swap
crypto-fight-club,fight,Crypto Fight Club
crypto-phoenix,cphx,Crypto Phoenix
buying,buy,Buying.com
archer-dao-governance-token,arch,Archer DAO Governance Token
peri-finance,peri,PERI Finance
frakt-token,frkt,FRAKT Token
eddaswap,edda,EDDASwap
mirrored-goldman-sachs,mgs,Mirrored Goldman Sachs
polyroll,roll,Polyroll
marsx,mx,MarsX
polkarare,prare,Polkarare
seen,seen,SEEN
bitball,btb,Bitball
darwinia-commitment-token,kton,Darwinia Commitment Token
solanax,sold,Solanax
exmo-coin,exm,EXMO Coin
neurotoken,ntk,Neurotoken
xfinance,xfi,Xfinance
phantasia,fant,Phantasia
rentible,rnb,Rentible
cloakcoin,cloak,Cloakcoin
centaur,cntr,Centaur
data-economy-index,data,Data Economy Index
landshare,land,Landshare
moneytoken,imt,MoneyToken
yvault-lp-ycurve,yvault-lp-ycurve,yUSD
golden-doge,gdoge,Golden Doge
simple-token,ost,OST
swapfolio,swfl,Swapfolio
forefront,ff,Forefront
blackcoin,blk,BlackCoin
metabrands,mage,MetaBrands
piedao-defi-large-cap,defi+l,PieDAO DEFI Large Cap
spiderdao,spdr,SpiderDAO
ibuffer-token,ibfr,iBuffer Token
racex,racex,RaceX
gamyfi-token,gfx,GamyFi Token
wepower,wpr,WePower
gsenetwork,gse,GSENetwork
dextrust,dets,Dextrust
zusd,zusd,ZUSD
rendoge,rendoge,renDOGE
yggdrash,yeed,Yggdrash
aladdin-dao,ald,Aladdin DAO
stobox-token,stbu,Stobox Token
nsure-network,nsure,Nsure Network
peanut,nux,Peanut
abcc-token,at,ABCC Token
open-monetary-system,oms,Open Monetary System
deathroad,drace,DeathRoad
power-index-pool-token,pipt,Power Index Pool Token
quiverx,qrx,QuiverX
paint,paint,MurAll
dmm-governance,dmg,DMM: Governance
handle-fi,forex,handle.fi
axis-defi,axis,Axis DeFi
lead-token,lead,Lead Token
beach-token-bsc,beach,Beach Token BSC
ara-token,ara,Ara Token
nextexchange,next,NEXT
pixl-coin-2,pxlc,Pixl Coin
putincoin,put,PutinCoin
chads-vc,chads,CHADS VC
prcy-coin,prcy,PRCY Coin
berry-data,bry,Berry Data
octofi,octo,OctoFi
bitwin24,bwi,Bitwin24
defire,cwap,DeFIRE
bobs_repair,bob,Bob's Repair
hyperchain-x,hyper,HyperChain X
plair,pla,Plair
dfsocial-gaming-2,dfsg,DFSocial Gaming
props,props,Props Token
dehive,dhv,DeHive
playermon,pym,Playermon
potcoin,pot,Potcoin
spores-network,spo,Spores Network
swag-finance,swag,SWAG Finance
edenchain,edn,Edenchain
invest-like-stakeborg-index,ilsi,Invest Like Stakeborg Index
dark-magic,dmagic,Dark Magic
lys-capital,lys,LYS Capital
geyser,gysr,Geyser
hempcoin-thc,thc,Hempcoin
omni,omni,Omni
banana,banana,Banana
bitscreener,bitx,BitScreener
denarius,d,Denarius
aezora,azr,Aezora
sator,sao,Sator
stacker-ventures,stack,Stacker Ventures
complifi,comfi,CompliFi
oh-finance,oh,Oh! Finance
bnsd-finance,bnsd,BNSD Finance
merculet,mvp,Merculet
resfinex-token,res,Resfinex Token
linkeye,let,Linkeye
digitalnote,xdn,DigitalNote
royale,roya,Royale
ethereum-meta,ethm,Ethereum Meta
cryptokek,kek,Cryptokek
beholder,eye,Behodler
rasko,rasko,rASKO
mirrored-airbnb,mabnb,Mirrored Airbnb
merkle-network,merkle,Merkle Network
grimtoken,grim,GrimToken
cashcow,cow,CashCow
buttcoin-2,butt,Buttcoin
digicol-token,dgcl,DigiCol Token
media-eye,eye,MeDIA eYe
block-commerce-protocol,bcp,Block Commerce Protocol
alpaca,alpa,Alpaca City
tap,xtp,Tap
structure-finance,stf,Structure Finance
suqa,sin,SINOVATE
skull,skull,Skull
somee-social,somee,SoMee.Social
chainswap,asap,Chainswap
marginswap,mfi,Marginswap
sapien,spn,Sapien
portion,prt,Portion
risingsun,rsun,RisingSun
domraider,drt,DomRaider
kaiba-inu,kaiba,Kaiba Inu
linka,linka,LINKA
subme,sub,Subme
usechain,use,Usechain
cofix,cofi,CoFiX
less-network,less,Less Network
okcash,ok,OKCash
tendieswap,tendie,TendieSwap
myriadcoin,xmy,Myriad
lightcoin,lhc,Lightcoin
chi-gastoken-bsc,chi,Chi Gastoken (BSC)
zeptagram,zptc,Zeptacoin
thx-network,thx,THX Network
gravity-finance,gfi,Gravity Finance
all-sports,soc,All Sports
surf-finance,surf,Surf.Finance
defidollar,dusd,DefiDollar
wrapped-dgld,wdgld,Wrapped-DGLD
ionchain-token,ionc,IONChain
adbank,adb,adbank
benchmark-protocol,mark,Benchmark Protocol
xmax,xmx,XMax
avaxtars,avxt,Avaxtars
payrue,propel,Propel
crystl-finance,crystl,Crystl Finance
almace-shards,almx,Almace Shards
yieldwatch,watch,Yieldwatch
moonienft,mny,MoonieNFT
playcent,pcnt,Playcent
crd-network,crd,CRD Network
skrumble-network,skm,Skrumble Network
oogi,oogi,OOGI
rocki,rocki,Rocki
perth-mint-gold-token,pmgt,Perth Mint Gold Token
sync-network,sync,Sync Network
doki-doki-finance,doki,Doki Doki
bright-union,bright,Bright Union
evedo,eved,Evedo
kampay,kampay,Kampay
bishares,bison,BiShares
polkadomain,name,PolkaDomain
fsw-token,fsw,Falconswap
ares-protocol,ares,Ares Protocol
ydragon,ydr,YDragon
vidulum,vdl,Vidulum
tanks,tanks,Tanks
golff,gof,Golff
cheems,cheems,Cheems
launchx,lnchx,LaunchX
centaurify,cent,Centaurify
piedao-defi-small-cap,DEFI+S,PieDAO DEFI Small Cap
skyrim-finance,skyrim,Skyrim Finance
nft-platform-index,NFTP,NFT Platform Index
soul-swap,soul,Soul Swap
phuture,phtr,Phuture
peachfolio,pchf,Peachfolio
polkacipher,cphr,PolkaCipher
cornichon,corn,Cornichon
rainbow-token,rnbw,HaloDAO
polkally,kally,Polkally
unlimitedip,uip,UnlimitedIP
curecoin,cure,Curecoin
lendingblock,lnd,Lendingblock
pepegold,peps,PEPS Coin
quai-dao,quai,Quai Dao
snowswap,SNOW,Snowswap
bscwin-bulls,bscwin,BSCWIN Bulls
parachute,par,Parachute
wagmidao,gmi,WagmiDAO
believer,blvr,BELIEVER
davinci-token,vinci,DaVinci Token
crowdhero,crwd,CrowdHero
scifi-index,scifi,SCIFI Index
unvest,unv,Unvest
amoveo,veo,Amoveo
nftfy,nftfy,Nftfy
iteration-syndicate,ITS,Iteration Syndicate
basketcoin,bskt,BasketCoin
adaboy,adaboy,ADABoy
polinate,poli,Polinate
cardwallet,cw,CardWallet
riverboat,rib,RiverBoat
eosdac,eosdac,eosDAC
swarm,swm,Swarm Network
infomatix,info,Infomatix
minikishu,MINIKISHU,MINIKISHU
airight,airi,aiRight
bitcoin-plus,xbc,Bitcoin Plus
ledgerscore,led,LedgerScore
delta-theta,dlta,delta.theta
goose-finance,egg,Goose Finance
medishares,mds,MediShares
revival,RVL,REVIVAL
openswap,oswap,OpenSwap
overlord,lord,Overlord
adamant-coin,admc,Adamant Coin
geodb,geo,GeoDB
ryo,ryo,Ryo Currency
katalyo,ktlyo,Katalyo
primecoin,xpm,Primecoin
sense,sense,Sense
mochimo,mcm,Mochimo
piedao-defi,defi++,PieDAO DEFI++
world-token,world,World Token
axioms,axi,Axioms
kulupu,klp,Kulupu
cato,cato,CATO
polkaparty,polp,PolkaParty
blockster,bxr,Blockster
crusaders-of-crypto,crusader,Crusaders of Crypto
unifarm,ufarm,UniFarm
rune,rune,Rune
auctus,auc,Auctus
ucash,ucash,U.CASH
scry-info,ddd,Scry.info
wings,wings,Wings
colligo-token,cotk,Colligo Token
pancake-hunny,hunny,Hunny Finance
zero-exchange,zero,0.exchange
coinone-token,cone,CoinOne Token
kittycoin,kitty,Kitty Coin
shard,shard,Shard Coin
night-life-crypto,nlife,Night Life Crypto
lyra,lyr,Lyra
ixicash,ixi,IxiCash
genomesdao,$gene,GenomesDAO
safcoin,saf,SafCoin
pinkslip-finance,pslip,Pinkslip Finance
apyswap,apys,APYSwap
blox-token,blox,Blox Token
basis-cash,bac,Basis Cash
aircoins,airx,Aircoins
givly-coin,giv,GIV Token
safemooncash,safemooncash,SafeMoonCash
kangal,kangal,Kangal
green-beli,grbe,Green Beli
catbread,catbread,CatBread
butterfly-protocol-2,bfly,Butterfly Protocol
battle-pets,pet,Battle Pets
nftify,n1,NFTify
stellite,xla,Scala
shadow-token,shdw,Shadow Token
social-good-project,sg,SocialGood
non-fungible-yearn,nfy,Non-Fungible Yearn
patientory,ptoy,Patientory
yellow-road,road,Yellow Road
true-pnl,pnl,True PNL
dexsport,desu,Dexsport
etherland,eland,Etherland
chainium,chx,WeOwn
zelaapayae,zpae,ZelaaPayAE
unit-protocol,col,Unit Protocol
keytango,tango,keyTango
istanbul-basaksehir-fan-token,ibfk,İstanbul Başakşehir Fan Token
kiloample,kmpl,KiloAmple
the-4th-pillar,four,4thpillar technologies
ucot,uct,Ubique Chain of Things (UCOT)
polyient-games-governance-token,pgt,Polyient Games Governance Token
morphie,mrfi,Morphie
edc-blockchain,edc,EDC Blockchain
sake-token,sake,SakeToken
cryptobulls-token,cbt,Cryptobulls Token
theflashcurrency,tfc,TheFlashCurrency
mochi-market,moma,Mochi Market
cream-eth2,creth2,Cream ETH 2
holy-trinity,holy,Holy Trinity
blind-boxes,bles,Blind Boxes
bitcoin-rhodium,xrc,xRhodium
zeitcoin,zeit,Zeitcoin
tiki-token,tiki,Tiki Token
zippie,zipt,Zippie
amon,amn,Amon
snetwork,snet,Snetwork
myx-network,myx,MYX Network
coin-artist,coin,Coin Artist
sav3,sav3,SAV3
zero,zer,Zero
signaturechain,sign,SignatureChain
sak3,sak3,SAKE
utopia-genesis-foundation,uop,Utopia Genesis Foundation
infinito,inft,Infinito
waultswap-polygon,wexpoly,WaultSwap Polygon
scrooge,scrooge,Scrooge
freicoin,frc,Freicoin
humaniq,hmq,Humaniq
operon-origins,oro,Operon Origins
tripio,trio,Tripio
aga-token,aga,AGA Token
fintrux,ftx,FintruX
tapmydata,tap,Tapmydata
digix-gold,dgx,Digix Gold
luxfi,lxf,LuxFi
webchain,mintme,MintMe.com Coin
happycoin,happy,HappyCoin
wault,waultx,Wault
veil,veil,VEIL
safeswap,ssgt,Safeswap
argon,argon,Argon
defi-omega,dfio,DeFi Omega
ethbox-token,ebox,Ethbox Token
vether,veth,Vether
keyfi,keyfi,KeyFi
upfiring,ufr,Upfiring
open-governance-token,open,OPEN Governance Token
nuke-token,nuke,Nuke Token
appcoins,appc,AppCoins
avme,avme,AVME
kittenfinance,kif,KittenFinance
flixxo,flixx,Flixxo
sphere,sphr,Sphere
cvcoin,cvn,CVCoin
zclassic,zcl,Zclassic
inmediate,dit,Direct Insurance Token
karbo,krb,Karbo
eurocoinpay,ecte,EurocoinToken
lassocoin,lasso,LassoCoin
tosdis,dis,TosDis
assy-index,assy,ASSY Index
blue,blue,Blue Protocol
fantohm,fhm,Fantohm
e-coin-finance,ecoin,E-coin Finance
zip,zip,Zipper Network
medicalchain,mtn,Medicalchain
earnx,earnx,EarnX
sail,sail,SAIL
yield-protocol,yield,Yield Protocol
omni-real-estate-token,ort,Omni Real Estate Token
communifty,cnft,Communifty
phore,phr,Phore
asia-coin,ASIA,Asia Coin
privapp-network,bpriva,Privapp Network
bitto-exchange,BITTO,BITTO
lendefi,ldfi,Lendefi
everex,evx,Everex
yfdai-finance,yf-dai,YfDAI.finance
yfbitcoin,yfbtc,YFBitcoin
buzzcoin,buzz,BuzzCoin
traxia,tmt,Traxia
primas,pst,Primas
corgicoin,corgi,CorgiCoin
lepricon,l3p,Lepricon
lunachow,luchow,LunaChow
ninneko,nino,Ninneko
chai,chai,Chai
defidollar-dao,dfd,DefiDollar DAO
x8-project,x8x,X8X Token
exrt-network,exrt,EXRT Network
nolimitcoin,nlc2,NoLimitCoin
sunny-aggregator,sunny,Sunny Aggregator
taodao,tao,TaoDAO
tera-smart-money,tera,TERA
dprating,rating,DPRating
degen-arts,dac,Degen Arts
hashgard,gard,Hashgard
bondappetite-usd,usdap,BondAppetite USD
cerberusdao,3dog,CerberusDAO
blockspace-token,bls,Blocks Space
rage-fan,rage,Rage.Fan
exchangecoin,excc,ExchangeCoin
golden-ball,glb,Golden Ball
ethverse,ethv,Ethverse
menlo-one,one,Menlo One
mywish,wish,MyWish
pepemon-pepeballs,ppblz,Pepemon Pepeballs
potent-coin,ptt,Potent Coin
reverse,rvrs,Reverse
vipstarcoin,vips,VIPSTARCOIN
pinkcoin,pink,Pinkcoin
relite-finance,reli,Relite Finance
rogue-west,rogue,Rogue West
aluna,aln,Aluna
crown,crw,Crown
dynamic-set-dollar,dsd,Dynamic Set Dollar
bomb,bomb,BOMB
falconx,falcx,FalconX
unicly-aavegotchi-astronauts-collection,ugotchi,Unicly Aavegotchi Astronauts Collection
mercury,mer,Mercury
xsigma,sig,xSigma
flypme,fyp,FlypMe
indorse,ind,Indorse
bondappetit-gov-token,bag,BondAppetit Governance Token
flits,fls,Flits
bittoken,bitt,BITToken
nuco-cloud,ncdt,Nuco.Cloud
united-emirate-decentralized-coin,uedc,United Emirate Decentralized Coin
dav,dav,DAV Network
nft-stars,nfts,NFT Stars
ethergem,egem,EtherGem
hashcoin,hsc,HashCoin
balpha,balpha,bAlpha
nftlootbox,loot,NFTLootBox
chonk,chonk,Chonk
kurobi,kuro,Kurobi
zyx,zyx,ZYX
scorpion-finance,scorpfin,Scorpion Finance
aspire,asp,Aspire
piplcoin,pipl,PiplCoin
nyan-v2,nyan-2,Nyan V2
bcpay-fintech,bcpay,BCPAY FinTech
netbox-coin,nbx,Netbox Coin
totemfi,totm,TotemFi
bepay,becoin,bePAY Finance
daps-token,daps,DAPS Coin
sint-truidense-voetbalvereniging,stv,Sint-Truidense Voetbalvereniging Fan Token
crodex,crx,Crodex
gleec-coin,gleec,Gleec Coin
moar,moar,Moar Finance
value-network-token,vntw,Value Network Token
lunaland,lln,LunaLand
fortress,fts,Fortress Loans
mars,mars,Mars
goma-finance,goma,GOMA Finance
polygon-ecosystem-index,peco,Amun Polygon Ecosystem Index
arcane-token,arcane,Arcane Token
2gether-2,2gt,2gether
spice-finance,spice,SPICE
coinfi,cofi,CoinFi
build-finance,build,BUILD Finance
deficliq,cliq,DefiCliq
otcbtc-token,otb,OTCBTC Token
paypie,ppp,PayPie
moonpoly,cmp,Moonpoly
bull-coin,bull,Bull Coin
bittube,tube,BitTube
blocsport-one,bls,blocsport.one
floof,floof,FLOOF
dingocoin,dingo,Dingocoin
unity-network,unt,Unity Network
gourmetgalaxy,gum,Gourmet Galaxy
arth,arth,ARTH
aidcoin,aid,AidCoin
monetaryunit,mue,MonetaryUnit
multiplier,mxx,Multiplier
custom-contract-network,ccn,Custom contract network
en-tan-mo,etm,En-Tan-Mo
deflect,deflct,Deflect
matrixetf,mdf,MatrixETF
triall,trl,Triall
socialx-2,sosx,SocialX
macaronswap,mcrn,MacaronSwap
synchrolife,syc,SynchroLife
promodio,pmd,Promodio
0xcert,zxc,0xcert
option-room,room,OptionRoom
qiibee,qbx,qiibee
young-boys-fan-token,ybo,Young Boys Fan Token
cotrader,cot,CoTrader
bankroll-network,bnkr,Bankroll Network
canyacoin,can,CanYaCoin
imo,imo,IMO
mobilego,mgo,MobileGo
token-tkx,tkx,Token TKX
memetic,meme,Memetic
krown,krw,KROWN
hertz-network,htz,Hertz Network
somee-social-old,ong,SoMee.Social [OLD]
sharder-protocol,ss,Sharder protocol
bitcoin-confidential,bc,Bitcoin Confidential
wallstreetninja,WSN,WallStreetNinja
origin-sport,ors,Origin Sport
bone,BONE,Bone
libre-defi,libre,Libre DeFi
lotto,lotto,Lotto
defiville-island,isla,DefiVille Island
robotina,rox,Robotina
ruff,ruff,Ruff
papel,papel,Papel Token
starbase,star,Starbase
digital-reserve-currency,drc,Digital Reserve Currency
phoenix-token,phx,Phoenix Token
wetrust,trst,WeTrust
rac,rac,RAC
sentre,sntr,Sentre
wrapped-origin-axie,woa,Wrapped Origin Axie
aurum,aur,Aurum
sashimi,sashimi,Sashimi
mu-continent,mu,Mu Continent
invictus-capital-token,icap,Invictus Capital Token
add-xyz-new,add,Add.xyz (NEW)
smartofgiving,aog,smARTOFGIVING
santa-coin-2,santa,Santa Coin
arqma,arq,ArQmA
face,face,Faceter
swapr,swpr,Swapr
gmr-finance,gmr,GMR Finance (OLD)
donut,donut,Donut
2key,2key,2key.network
alex,alex,Alex
shield-protocol,shield,Shield Protocol
ubex,ubex,Ubex
fluffy-coin,fluf,Fluffy Coin
lightstreams,pht,Lightstreams Photon
dmarket,dmt,DMarket
decentra-lotto,delo,Decentra-Lotto
chartex,chart,ChartEx
pundi-x-nem,npxsxem,Pundi X NEM
lever-network,lev,Lever Network
cryptex,crx,CryptEx
modern-investment-coin,modic,Modern Investment Coin
afen-blockchain,afen,AFEN Blockchain
dds-store,dds,DDS.Store
dungeonswap,dnd,DungeonSwap
komet,komet,Komet
aga-rewards-2,agar,AGA Rewards
ixcoin,ixc,Ixcoin
ten,tenfi,TEN
palletone,ptn,PalletOneToken
dynamo-coin,dynamo,Dynamo Coin
unicake,uct,UniCAKE
data,dta,DATA
remme,rem,Remme
bitcoin-subsidium,xbtx,Bitcoin Subsidium
mm-token,mm,MM Token
knit-finance,kft,Knit Finance
sparkpoint-fuel,sfuel,SparkPoint Fuel
the-corgi-of-polkabridge,corgib,The Corgi of PolkaBridge
definity,defx,DeFinity
robust-token,rbt,Robust Token
family,fam,Family
rope-token,rope,Rope Token
fufu,fufu,Fufu
spaceswap-shake,shake,Spaceswap SHAKE
ghospers-game,ghsp,Ghospers Game
genix,genix,Genix
trinity-network-credit,tnc,Trinity Network Credit
xeebster,xeeb,Xeebster
friendz,fdz,Friendz
debitum-network,deb,Debitum Network
piratecash,pirate,PirateCash
maza,mzc,Maza
dynamix,dyna,Dynamix
zionomics,ZIOX,Zionomics
vericoin,vrc,VeriCoin
substratum,sub,Substratum
toshi-token,toshi,Toshimon
nanjcoin,nanj,NANJCOIN
name-changing-token,nct,Name Change Token
crystal-kingdoms,ckg,Crystal Kingdoms
etha-lend,etha,ETHA Lend
azuki,azuki,Azuki
zoomswap,zm,ZoomSwap
litecash,cash,Litecash
corestarter,cstr,CoreStarter
terablock,tbc,TeraBlock
zlot,zlot,zLOT
zeedex,zdex,Zeedex
